description
"Biker Jacket - Male, Shirt, White Geometric, Synthetic, Spring 2018, brand: ZARA"
"Priyaasi Gold-Plated Handcrafted Classic Kundan Drop Earrings - Priyaasi, Women, Gold-plated handcrafted classic kundan drop earrings, has beaded detailSecured with a post and back closure, color:  Gold"
"Force NXT Men Grey & Mustard Yellow Printed Lounge Pants - Force NXT, Men, Grey & Mustard yellow printed Lounge Pants, has a drawstring closure, 2 pockets, color:  Yellow"
"GIORDANO Men Navy Blue Sneakers - GIORDANO, Men, A pair of round-toe navy blue sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 yearWarranty provided by brand/manufacturer, color: Blue"
"Priyaasi Gold-Plated Kundan Studded Leaf Shaped Drop Earrings - Priyaasi, Women, Gold-plated leaf shaped drop earrings, has kundanSecured with a post and back closure, color:  Gold"
"Moda Rapido Women Blue Skinny Fit High-Rise Clean Look Stretchable Jeans - Moda Rapido, Women, Blue medium wash 5-pocket high-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops, color: Blue"
"Indian Terrain Boys White & Navy Blue Colourblocked Round Neck T-shirt - Indian Terrain, Boys, White and navy blue colourblocked T-shirt, has a round neck, and long sleeves, color: Blue"
"Archies White Printed Ceramic Mug - Archies, Unisex, Set Content: 1 MugPattern: PrintedFinish: MatteMaterial: CeramicFeatures: Dishwasher and Microwave Safe, color:  White"
"CHAMBOR 105 Midnight Black Orosa Sculpting Eyeshadow - Chambor, Women, Shade name - Midnight BlackWhat it isChambor Orosa Sculpting Eye Shadow feels like velvet, wears like a feather and stays tenderly on your eyes for hours. Define, shade, line, highlight or smoke up your eyes with this easy to use, ultra modern, long lasting eye shadow stick. Made in GermanyWhat it doesHighly pigmented and long wearing eyeshadow pencil for a long lasting holdThe texture of the eyeshadow is very creamy and glides effortlesslyFeatures a retractable twist mechanism with an integrated sharpener for permanent precisionThis product is cruelty-free and free from animal ingredientsDermatologically and ophthalmologically tested, color:  Black"
"OBSESSIONS Transparent & Purple Acrylic Soap Dispenser - OBSESSIONS, Unisex, Set content: 1 Soap DispenserColour: Transparent & BlackMaterial: AcrylicPattern: PrintedMounting Type: NoneFeature: Stand, color:  Purple"
"Pure Home and Living White Printed Porcelain Bowl - Pure Home and Living, Unisex, Set content: 1 bowlPattern: PrintedFinish: GlossyMaterial: Porcelain, color:  White"
"Indian Terrain Boys Grey Melange Solid Polo Collar T-shirt - Indian Terrain, Boys, Grey Melange solid T-shirt, has a polo collar, and short sleeves, color:  Grey"
"Calvin Klein Unisex Black & White Printed Large Trolley Bag - Calvin Klein, Unisex, Black & White Printed large trolley bag secured with zip closureOne handle on the top and one on the side,mounted 360-degree wheelsOne main zip compartment with a zip lining, has a zip pocket on the flapWarranty: 3 yearsWarranty provided by the brand owner/manufacturer, color:  Black"
"Archies Multicolured Printed Ceramic Coffee Mug - Archies, Unisex, Type: MugPattern: PrintedFinish: MatteMaterial: Ceramic, color:  Red"
"Calvin Klein Unisex Black Textured Medium Trolley Bag - Calvin Klein, Unisex, Black textured medium trolley bag secured with zip closureOne handle on the top and one on the side,mounted 360-degree wheelsOne main zip compartment with a zip lining, has a zip pocket on the flapWarranty: 3 yearsWarranty provided by the brand owner/manufacturer, color:  Red"
"Mast & Harbour Women Peach-Coloured Embroidered Pullover Sweater - Mast & Harbour, Women, Peach-coloured embroidered pullover sweater, has a round neck, long sleeves, and ribbed hem, color:  Red"
"Eego Italy Men Black Solid Synthetic High-Top Flat Boots - Eego Italy, Men, A pair of round-toe black flat boots, has high-top styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer, color:  Black"
"HRX by Hrithik Roshan Women Navy Blue Yoga Seamless Solid Tights - HRX by Hrithik Roshan, Women, Get the comfort and quality you need with the HRX Women's Yoga Tights. Constructed with seamless technology and lightweight, stretchable fabric these tights are what you need to make your workouts more comfortableFeaturesSeamless construction prevent chafing. Stretchable jacquard fabric allows easy 360 degree movement.Colour: Dark DenimFit: Regular FitKnit Tights, color: Blue"
"Roadster Unisex Maroon & Black Printed Scarf - Roadster, Unisex, Maroon and black printed Scarf and has a frayed border, color:  Black"
"ADORENITE Women Blue Solid Satin Night suit - ADORENITE, Women, Blue night suit consists of shirt and pyjamasBlue  solid  shirt, has a shirt collar, long sleevesA pair of blue solid pyjamas, has slip-on closure, color: Blue"
"Genie Women Black Textured 15 inches Small Backpack - Genie, Women, Black backpackNon-Padded haul loop2 main compartments with zip closureNon-Padded backZip PocketPadded shoulder strap: Non-PaddedWater-resistance: YesWarranty: 1 yearWarranty provided by brand/manufacturer, color:  Red"
"Indian Terrain Boys Black & Brown Colourblocked Insulator PU Bomber - Indian Terrain, Boys, Black and Brown colourblocked jacket, has a stand collar, 2 pockets, button closure, long sleeves, straight hem, and polyester lining, color:  Black"
"fancy mart Red & Green Plant With Pot - fancy mart, Unisex, Set content: 1 plant with potPlant type: Chilli PlantPlant colour: Green and redPot colour: Black, color:  Green"
"Genie Women Red & Blue Geometric Print 16 inches Medium Backpack - Genie, Women, Red backpackNon-Padded haul loop1 main compartment with zip closureNon-Padded backZip PocketPadded shoulder strap: PaddedWater-resistance: YesWarranty: 1 yearWarranty provided by brand/manufacturer, color: Blue"
"Indian Terrain Boys Red & Blue Colourblocked Polo Collar T-shirt - Indian Terrain, Boys, Red and Blue colourblocked T-shirt, has a polo collar, and short sleeves, color: Blue"
"Alena Women Turquoise Blue Quirky Embroidered Straight Kurta - Alena, Women, Turquoise Blue embroidered straight kurta, has a mandarin collar, three-quarter sleeves, curved hem, and side slits, color: Blue"
"Indian Terrain Boys Coral Printed Round Neck T-shirt - Indian Terrain, Boys, Coral printed T-shirt, has a round neck, and short sleeves, color: Unknown"
"Roadster Women White & Blue Striped High Neck T-shirt - Roadster, Women, White and blue striped T-shirt, has a high neck, and long sleeves, color: Blue"
"Priyaasi Set of 4 Multicoloured Gold-Plated Stone-Studded Handcrafted Bangles - Priyaasi, Women, Set of four multicoloured gold-plated handcrafted banglesEach has silk-threaded detail, slip-on closure, color:  Red"
"SELECTED Blue Slim Fit Jeans - SELECTED, Men, A pair of blue 5-pocket mid-rise jeans, lightly washed, has whiskers, a zip fly with a button closure, a waistband with belt loops, color: Blue"
"Mitera Peach-Coloured Semi-Stitched Lehenga & Blouse with Dupatta - Mitera, Women, Peach-Coloured lehenga choliPeach-Coloured blouse, three-quarter sleevesPeach-Coloured semi-stitched lehenga, curved hemComes with a peach coloured embellished dupatta, color:  Red"
"Indian Terrain Men Grey Brooklyn Slim Fit Solid Regular Trousers - Indian Terrain, Men, Grey solid low-rise trousers, button closure, and 4 pockets, color:  Grey"
"Indian Terrain Men Blue & White Slim Fit Checked Casual Shirt - Indian Terrain, Men, Blue and white checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket, color: Blue"
"Hypernation Men Black Printed Woven Pure Cotton Nehru Jacket - Hypernation, Men, Black printed woven nehru jacket, has a mandarin collar, a stylized wrapover front with button closures, three pockets, color:  Black"
"Indian Terrain Men Blue Chiseled Slim Fit Faded Chambray Smart Casual Shirt - Indian Terrain, Men, Blue faded smart casual Shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket, color: Blue"
"Indian Terrain Men Brown & Navy Blue Printed Polo Collar T-shirt - Indian Terrain, Men, Brown and Navy Blue printed T-shirt, has a polo collar, and short sleeves, color: Blue"
"OOMPH Gold-Toned & Pink Floral Adjustable Ring - OOMPH, Women, Gold-toned and pink Acrylic Floral Statement Cocktail Adjustable RingOcassion: WesternStone type: Artificial stoned and beads, color:  Pink"
"GAP Boys Graphic Long Sleeve T-shirt - GAP, Boys, Soft knitLong sleevesContrast trim at crewneckAssorted graphics at front, color: Unknown"
"GAP Boys Logo Raglan T-Shirt - GAP, Boys, Soft knitLong contrast raglan sleevesCrewneckLogo at front, color: Unknown"
"Mast & Harbour Women Grey Melange Applique Detail Sweatshirt - Mast & Harbour, Women, Grey melange applique detail sweatshirt, has a round neck, long sleeves, ribbed hem, color:  Grey"
"Indian Terrain Boys Navy Blue Regular Fit Solid Trousers - Indian Terrain, Boys, Navy Blue solid mid-rise trousers, button and zip closure, and 4 pockets, color: Blue"
"Indian Terrain Men Khaki Urban Comfort Fit Striped Regular Trousers - Indian Terrain, Men, Khaki striped low-rise trousers, button closure, and 5 pockets, color:  Khaki"
"Indian Terrain Men Black Brooklyn Slim Fit Solid Regular Trousers - Indian Terrain, Men, Black solid mid-rise trousers, button closure, and 4 pocketsOur stylist has styled this pair of trousers with a belt. It does not come with a belt., color:  Black"
"GAP Girl Graphic Long Sleeve T-Shirt - GAP, Girls, Standout, specially designed graphics let you be youSoft knitLong sleevesCrewneckAssorted graphics at front, color: Unknown"
"Indian Terrain Men Maroon Solid Polo Collar T-shirt - Indian Terrain, Men, Maroon solid T-shirt, has a polo collar, long sleeves, and 1 pocket, color:  Maroon"
"Indian Terrain Men Brown Slim Fit Solid Smart Casual Shirt - Indian Terrain, Men, Brown solid smart casual shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket, color:  Brown"
"Indian Terrain Men Grey Brooklyn Slim Fit Low-Rise Clean Look Stretchable Jeans - Indian Terrain, Men, Grey light wash 5-pocket low-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops, color:  Grey"
"Genius Kids Blue Mickey Mouse Print 16inches Medium Backpack - Genius, Unisex Kids, Blue backpack2 main compartments with zip closurePadded shoulder strap: Padded2 Stash PocketsWater-resistance: NoWarranty: 1 yearWarranty provided by manufacturer/brand owner, color: Blue"
"Indian Terrain Boys Red & Black Regular Fit Checked Casual Shirt - Indian Terrain, Boys, Red and Black checked casual shirt, has a spread collar, long sleeves, button placket, and curved hem, color:  Red"
"Indian Terrain Boys Rust Brown Regular Fit Self Design Trousers - Indian Terrain, Boys, Rust Brownself-design mid-rise trousers, button closure, and 4 pockets, color:  Brown"
"Indian Terrain Men Brown & White Regular Fit Checked Casual Shirt - Indian Terrain, Men, Brown and White checked casual shirt, has a button-down collar, long sleeves, button placket, curved hem, and 1 patch pocket, color:  White"
"Indian Terrain Boys Olive Green Regular Fit Solid Casual Shirt - Indian Terrain, Boys, Olive Green solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 2 flap pockets, color:  Green"
"Indian Terrain Men White & Black Printed Round Neck T-shirt - Indian Terrain, Men, White and black printed T-shirt, has a round neck, and short sleeves, color:  Black"
"GAP Girls Graphic Long Sleeve T-shirt - GAP, Girls, Soft knitLong sleevesRibbing at crewneckAssorted graphics at front, color: Unknown"
"Indian Terrain Men Red Printed Round Neck T-shirt - Indian Terrain, Men, Red printed T-shirt, has a round neck, and short sleeves, color:  Red"
"KazarMax Men Black & White Patterned Slip-On Walking Sneakers - KazarMax, Men, A pair of round-toe black & white patterned slip-on walking sneakers, has regular styling, slip-on detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer, color:  Black"
"Indian Terrain Boys Black & Yellow Regular Fit Checked Casual Shirt - Indian Terrain, Boys, Black and Yellow checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 welt pocket, color:  Yellow"
"Chkokko Men Black Solid Round Neck Training T-shirt - Chkokko, Men, Black solid training T-shirt, has a round neck, and long sleeves, color:  Black"
"Duke Men Pink Printed Round Neck T-shirt - Duke, Men, Pink printed T-shirt, has a round neck, and short sleeves, color:  Pink"
"Indian Terrain Men Black Brooklyn Slim Fit Mid-Rise Clean Look Stretchable Jeans - Indian Terrain, Men, Black dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops, color:  Black"
"Indian Terrain Men Blue Chiseled Slim Fit Printed Casual Chambray Shirt - Indian Terrain, Men, Blue printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket, color: Blue"
"Indian Terrain Boys Blue Printed Cotton Regular Fit Casual Shirt - Indian Terrain, Boys, Blue printed casual shirt, has a spread collar, long sleeves, button placket, and curved hem, color: Blue"
"Indian Terrain Men Navy Blue Brooklyn Slim Fit Mid-Rise Clean Look Stretchable Jeans - Indian Terrain, Men, Navy Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops, color: Blue"
